Engine Speed (RPM),Throttle,Lambda,Torque (Nm),Power (kW),Horsepower,IMEP (bar),BMEP (bar),PMEP (bar),FMEP (bar),BSFC (g/kWh),Air Flow(g/s),Fuel Flow(g/s),CO2 (g/s),CO (g/s),NOx (g/s),HC (g/s),CO2 (g/kWh),CO (g/kWh),NOx (g/kWh),HC (g/kWh),Pmax (bar),Tmax (K),KnockIdx,Phi,SOC (deg),CA10 (deg),CA50 (deg),CA90 (deg),EOC (deg),Burn 10 - 90 (deg),S_L (m/s),S_T (m/s),Qchem (kJ/cyc),Q_ht (kJ/cyc),W_ind (kJ/cyc),n_ind (%)
3000,1.0,0.92,312.409,98.146,131.616,11.868,11.222,0.051,0.595,240.375,88.627,6.553,20.25,0.367,0.482,0.004,742.759,13.461,17.692,0.144,63.763,2744.478,0.623,1.087,-8.3,0.085,7.411,15.142,22.056,15.057,0.222,26.714,1.827,0.46,0.692,37.587
3100,1.0,0.918,315.077,102.284,137.165,11.997,11.318,0.052,0.627,240.369,92.16,6.829,21.103,0.385,0.502,0.004,742.74,13.557,17.653,0.144,64.424,2752.024,0.598,1.089,-8.299,0.058,7.359,15.065,21.956,15.007,0.222,27.697,1.844,0.462,0.699,37.673
3200,1.0,0.916,318.482,106.724,143.12,12.152,11.44,0.052,0.66,239.816,95.731,7.11,21.968,0.404,0.521,0.004,741.032,13.622,17.574,0.144,65.088,2759.469,0.57,1.092,-8.298,0.031,7.308,14.988,21.856,14.957,0.222,28.686,1.858,0.457,0.709,37.841
3300,1.0,0.914,320.88,110.888,148.703,12.273,11.526,0.053,0.693,239.895,99.281,7.389,22.833,0.423,0.54,0.004,741.275,13.722,17.541,0.144,65.72,2766.93,0.549,1.094,-8.297,0.004,7.257,14.911,21.757,14.908,0.223,29.681,1.874,0.459,0.716,37.918
3400,1.0,0.912,323.02,115.01,154.231,12.384,11.603,0.054,0.728,240.034,102.806,7.668,23.695,0.442,0.559,0.005,741.704,13.826,17.513,0.144,66.318,2774.391,0.531,1.096,-8.297,-0.023,7.206,14.835,21.657,14.858,0.223,30.683,1.888,0.46,0.722,37.988
3500,1.0,0.91,325.902,119.449,160.184,12.524,11.706,0.054,0.763,239.63,106.361,7.951,24.569,0.461,0.579,0.005,740.458,13.899,17.445,0.144,66.922,2781.926,0.509,1.099,-8.296,-0.05,7.155,14.759,21.558,14.808,0.223,31.691,1.9,0.455,0.73,38.14
3600,1.0,0.908,327.377,123.418,165.506,12.613,11.759,0.055,0.799,239.903,109.778,8.225,25.414,0.48,0.597,0.005,741.301,14.01,17.427,0.144,67.435,2789.673,0.494,1.101,-8.295,-0.077,7.105,14.683,21.46,14.759,0.223,32.705,1.912,0.456,0.735,38.196
3700,1.0,0.906,329.59,127.704,171.254,12.73,11.839,0.056,0.835,239.641,113.216,8.501,26.268,0.5,0.616,0.005,740.491,14.091,17.369,0.144,67.949,2797.336,0.476,1.104,-8.294,-0.103,7.054,14.607,21.361,14.71,0.223,33.726,1.922,0.451,0.742,38.333
3800,1.0,0.904,330.866,131.663,176.563,12.814,11.885,0.057,0.873,239.976,116.631,8.777,27.12,0.52,0.635,0.005,741.526,14.207,17.355,0.144,68.44,2804.972,0.464,1.106,-8.293,-0.13,7.004,14.531,21.263,14.661,0.223,34.753,1.933,0.452,0.747,38.383
3900,1.0,0.902,331.956,135.573,181.807,12.892,11.924,0.057,0.911,240.356,120.019,9.052,27.97,0.539,0.653,0.005,742.701,14.325,17.344,0.144,68.907,2812.653,0.452,1.109,-8.293,-0.156,6.954,14.456,21.166,14.612,0.222,35.787,1.943,0.454,0.752,38.429
4000,1.0,0.9,333.791,139.818,187.499,12.998,11.99,0.058,0.95,240.202,123.424,9.329,28.827,0.56,0.672,0.006,742.226,14.412,17.295,0.144,69.374,2820.395,0.438,1.111,-8.292,-0.182,6.904,14.381,21.069,14.564,0.222,36.826,1.951,0.448,0.758,38.555
4100,1.0,0.898,334.206,143.492,192.426,13.053,12.005,0.059,0.99,240.711,126.653,9.594,29.647,0.58,0.689,0.006,743.798,14.539,17.293,0.144,69.745,2828.332,0.429,1.114,-8.291,-0.208,6.854,14.307,20.972,14.515,0.222,37.873,1.958,0.449,0.761,38.59
4200,1.0,0.896,334.594,147.162,197.348,13.108,12.019,0.059,1.03,241.243,129.889,9.862,30.472,0.6,0.707,0.006,745.44,14.668,17.292,0.145,70.122,2836.184,0.421,1.116,-8.29,-0.234,6.805,14.233,20.876,14.467,0.222,38.925,1.966,0.45,0.764,38.622
4300,1.0,0.894,335.484,151.067,202.584,13.182,12.051,0.06,1.071,241.277,133.057,10.125,31.285,0.62,0.724,0.006,745.547,14.766,17.256,0.145,70.462,2844.05,0.411,1.119,-8.29,-0.26,6.755,14.159,20.78,14.419,0.222,39.985,1.97,0.445,0.769,38.732
4400,1.0,0.892,335.346,154.516,207.21,13.22,12.046,0.061,1.113,241.918,136.151,10.383,32.085,0.64,0.741,0.006,747.527,14.902,17.263,0.145,70.765,2852.163,0.405,1.121,-8.289,-0.286,6.707,14.086,20.685,14.372,0.222,41.05,1.975,0.445,0.771,38.756
4500,1.0,0.89,335.047,157.887,211.73,13.291,12.035,0.062,1.194,242.677,139.246,10.643,32.888,0.66,0.758,0.006,749.873,15.046,17.279,0.146,71.569,2863.19,0.401,1.124,-8.532,-0.555,6.414,13.769,20.346,14.324,0.222,42.122,1.978,0.44,0.775,38.877
4600,1.0,0.888,334.68,161.219,216.198,13.32,12.022,0.062,1.236,243.353,142.259,10.898,33.675,0.68,0.774,0.007,751.962,15.185,17.288,0.146,71.833,2871.267,0.396,1.126,-8.53,-0.58,6.366,13.697,20.253,14.277,0.222,43.2,1.982,0.441,0.777,38.895
4700,1.0,0.886,334.498,164.634,220.778,13.348,12.015,0.063,1.27,243.897,145.27,11.154,34.465,0.7,0.791,0.007,753.642,15.317,17.287,0.146,72.095,2879.278,0.391,1.129,-8.529,-0.605,6.319,13.625,20.16,14.23,0.221,44.285,1.986,0.442,0.778,38.913
4800,1.0,0.884,335.058,168.418,225.853,13.404,12.035,0.064,1.305,243.902,148.277,11.41,35.258,0.721,0.807,0.007,753.658,15.415,17.249,0.146,72.356,2887.333,0.383,1.131,-8.527,-0.629,6.272,13.554,20.067,14.184,0.221,45.376,1.989,0.436,0.782,39.01
4900,1.0,0.882,334.83,171.81,230.401,13.433,12.027,0.064,1.341,244.483,151.28,11.668,36.054,0.742,0.823,0.007,755.452,15.549,17.251,0.147,72.618,2895.432,0.379,1.134,-8.526,-0.654,6.225,13.484,19.975,14.137,0.221,46.473,1.993,0.436,0.783,39.026
5000,1.0,0.88,334.574,175.183,234.924,13.461,12.018,0.065,1.378,245.087,154.28,11.926,36.852,0.763,0.84,0.007,757.318,15.686,17.254,0.147,72.882,2903.455,0.375,1.136,-8.524,-0.678,6.178,13.413,19.884,14.091,0.221,47.577,1.997,0.437,0.785,39.041
5100,1.0,0.88,334.297,178.538,239.424,13.489,12.008,0.066,1.415,245.15,157.276,12.158,37.568,0.778,0.856,0.007,757.515,15.69,17.259,0.147,73.027,2907.078,0.367,1.136,-8.523,-0.702,6.132,13.343,19.792,14.045,0.221,48.688,1.994,0.43,0.786,39.145
5200,1.0,0.88,333.235,181.461,243.343,13.489,11.97,0.066,1.453,245.793,160.269,12.389,38.283,0.793,0.872,0.007,759.499,15.731,17.304,0.147,73.169,2910.643,0.362,1.136,-8.521,-0.726,6.086,13.274,19.702,13.999,0.221,49.805,1.994,0.43,0.787,39.169
5300,1.0,0.88,332.896,184.762,247.77,13.517,11.958,0.067,1.492,245.903,163.258,12.62,38.997,0.808,0.888,0.008,759.841,15.738,17.312,0.148,73.309,2914.32,0.354,1.136,-8.519,-0.749,6.04,13.204,19.612,13.954,0.221,50.928,1.992,0.424,0.788,39.271
5400,1.0,0.88,331.78,187.617,251.599,13.517,11.918,0.068,1.531,246.589,166.244,12.851,39.71,0.822,0.905,0.008,761.961,15.782,17.36,0.148,73.445,2917.9,0.35,1.136,-8.518,-0.773,5.994,13.136,19.522,13.909,0.221,52.058,1.991,0.424,0.788,39.293
5500,1.0,0.88,330.635,190.432,255.374,13.517,11.876,0.068,1.572,247.303,169.226,13.082,40.423,0.837,0.921,0.008,764.166,15.827,17.41,0.148,73.58,2921.384,0.346,1.136,-8.516,-0.796,5.949,13.067,19.433,13.864,0.221,53.194,1.991,0.423,0.788,39.315
5600,1.0,0.88,330.211,193.646,259.683,13.543,11.861,0.069,1.613,247.48,172.205,13.312,41.134,0.852,0.937,0.008,764.712,15.839,17.423,0.148,73.718,2924.78,0.339,1.136,-8.514,-0.82,5.904,12.999,19.345,13.819,0.221,54.336,1.988,0.417,0.79,39.415
5700,1.0,0.88,329.018,196.391,263.365,13.543,11.818,0.07,1.654,248.236,175.18,13.542,41.845,0.867,0.953,0.008,767.048,15.887,17.476,0.149,73.855,2928.262,0.335,1.136,-8.513,-0.843,5.859,12.932,19.257,13.774,0.221,55.485,1.988,0.417,0.79,39.436
5800,1.0,0.88,327.796,199.095,266.991,13.542,11.774,0.071,1.697,249.019,178.152,13.772,42.555,0.881,0.97,0.008,769.468,15.937,17.531,0.149,73.99,2931.724,0.331,1.136,-8.511,-0.866,5.815,12.864,19.169,13.73,0.221,56.64,1.987,0.417,0.79,39.457
5900,1.0,0.88,327.291,202.216,271.176,13.568,11.756,0.071,1.74,249.261,181.12,14.001,43.264,0.896,0.986,0.008,770.216,15.953,17.548,0.15,74.122,2935.098,0.325,1.136,-8.509,-0.888,5.771,12.798,19.082,13.686,0.221,57.802,1.985,0.41,0.791,39.554
6000,1.0,0.88,326.02,204.844,274.701,13.567,11.711,0.072,1.784,250.09,184.085,14.23,43.972,0.911,1.002,0.009,772.777,16.006,17.606,0.15,74.252,2938.382,0.321,1.136,-8.508,-0.911,5.727,12.731,18.996,13.642,0.221,58.97,1.985,0.41,0.791,39.574
6100,1.0,0.88,324.737,207.439,278.18,13.566,11.665,0.073,1.829,250.935,187.046,14.459,44.679,0.925,1.018,0.009,775.388,16.06,17.666,0.151,74.267,2940.075,0.317,1.136,-8.506,-0.915,5.717,12.716,18.976,13.632,0.221,60.0,1.984,0.409,0.791,39.594
6200,1.0,0.88,322.06,209.102,280.41,13.516,11.568,0.073,1.874,252.875,190.004,14.688,45.386,0.94,1.034,0.009,781.385,16.184,17.802,0.152,73.469,2930.468,0.312,1.136,-8.504,-0.789,5.952,13.066,19.428,13.855,0.221,60.0,1.983,0.414,0.788,39.471
6300,1.0,0.88,319.368,210.698,282.551,13.466,11.472,0.074,1.92,254.861,192.958,14.916,46.091,0.955,1.05,0.009,787.522,16.311,17.942,0.153,72.677,2920.827,0.306,1.136,-8.502,-0.663,6.187,13.416,19.88,14.079,0.221,60.0,1.982,0.418,0.785,39.348
6400,1.0,0.88,317.371,212.704,285.241,13.442,11.4,0.075,1.967,256.319,195.908,15.144,46.796,0.969,1.066,0.009,792.025,16.404,18.045,0.154,71.894,2911.215,0.298,1.136,-8.501,-0.537,6.422,13.765,20.333,14.302,0.221,60.0,1.979,0.416,0.784,39.3
6500,1.0,0.88,314.643,214.171,287.208,13.392,11.302,0.076,2.015,258.393,198.856,15.372,47.5,0.984,1.082,0.009,798.433,16.537,18.191,0.155,71.116,2901.827,0.292,1.136,-8.499,-0.411,6.657,14.115,20.785,14.526,0.221,60.0,1.979,0.421,0.781,39.177
6600,1.0,0.88,311.898,215.569,289.082,13.343,11.203,0.076,2.063,260.517,201.799,15.6,48.203,0.998,1.098,0.009,804.999,16.673,18.34,0.156,70.342,2892.407,0.287,1.136,-8.497,-0.284,6.892,14.465,21.237,14.749,0.221,60.0,1.978,0.425,0.778,39.055
6700,1.0,0.88,309.138,216.898,290.865,13.294,11.104,0.077,2.112,262.693,204.74,15.827,48.906,1.013,1.114,0.009,811.722,16.812,18.494,0.158,69.574,2882.976,0.282,1.136,-8.495,-0.158,7.127,14.814,21.69,14.972,0.221,60.0,1.977,0.429,0.775,38.932
6800,1.0,0.88,306.361,218.158,292.555,13.244,11.005,0.078,2.162,264.922,207.676,16.054,49.607,1.027,1.13,0.01,818.609,16.955,18.651,0.159,68.81,2873.763,0.277,1.136,-8.494,-0.032,7.362,15.164,22.142,15.196,0.221,60.0,1.976,0.433,0.772,38.811
6900,1.0,0.88,304.228,219.825,294.79,13.219,10.928,0.078,2.213,266.627,210.61,16.281,50.308,1.042,1.146,0.01,823.878,17.064,18.771,0.16,68.054,2864.581,0.269,1.136,-8.492,0.094,7.597,15.514,22.594,15.419,0.221,60.0,1.974,0.431,0.771,38.759
7000,1.0,0.88,301.412,220.947,296.295,13.17,10.827,0.079,2.264,268.963,213.539,16.507,51.008,1.056,1.162,0.01,831.095,17.214,18.935,0.161,67.307,2855.386,0.264,1.136,-8.49,0.221,7.832,15.864,23.046,15.643,0.221,60.0,1.973,0.435,0.768,38.637
