Engine Speed(RPM),Throttle,Torque(Nm),Power(kW),Horsepower,Air Flow(g/s),Fuel Flow(g/s),IMEP(bar),BMEP(bar),PMEP(bar),FMEP(bar),BSFC(g/kWh),CO2(g/s),CO(g/s),NOx(g/s),HC(g/s),CO2(g/kWh),CO(g/kWh),NOx(g/kWh),HC(g/kWh),Pmax(bar),Tmax(K),Lambda,Phi (φ),CA10 (deg),CA50 (deg),CA90 (deg),SOC (deg),EOC (deg),Burn 10 - 90 (deg),S_L (m/s),S_T (m/s),KnockIdx,Qchem (kJ/cyc),Q_ht (kJ/cyc),W_ind (kJ/cyc),η_ind (%)
5900,1.0,298.573,184.472,247.381,181.12,14.001,12.183,10.725,0.236,1.222,273.236,43.264,0.896,0.986,0.008,844.298,17.487,19.236,0.164,61.394,2674.936,0.88,1.136,0.148,9.015,18.372,-10.0,26.74,18.224,0.223,43.409,0.288,1.986,0.581,0.71,35.518
6000,1.0,298.599,187.615,251.596,184.085,14.23,12.211,10.726,0.24,1.245,273.056,43.972,0.911,1.002,0.009,843.743,17.476,19.223,0.164,61.552,2678.863,0.88,1.136,0.116,8.954,18.282,-10.0,26.623,18.166,0.223,44.285,0.284,1.984,0.575,0.712,35.618
6100,1.0,297.88,190.283,255.174,187.046,14.459,12.211,10.7,0.243,1.268,273.559,44.679,0.925,1.018,0.009,845.296,17.508,19.259,0.164,61.708,2682.793,0.88,1.136,0.084,8.895,18.192,-10.0,26.508,18.109,0.223,45.166,0.281,1.984,0.576,0.712,35.641
6200,1.0,297.143,192.924,258.715,190.004,14.688,12.212,10.673,0.247,1.292,274.08,45.386,0.94,1.034,0.009,846.908,17.541,19.295,0.164,61.863,2686.742,0.88,1.136,0.052,8.835,18.103,-10.0,26.392,18.052,0.223,46.052,0.279,1.983,0.576,0.712,35.663
6300,1.0,297.124,196.023,262.871,192.958,14.916,12.239,10.673,0.25,1.316,273.942,46.091,0.955,1.05,0.009,846.48,17.532,19.286,0.164,62.021,2690.601,0.88,1.136,0.02,8.776,18.015,-10.0,26.278,17.995,0.223,46.942,0.275,1.981,0.57,0.714,35.762
6400,1.0,296.354,198.619,266.352,195.908,15.144,12.239,10.645,0.254,1.34,274.496,46.796,0.969,1.066,0.009,848.193,17.568,19.325,0.165,62.177,2694.367,0.88,1.136,-0.011,8.717,17.927,-10.0,26.164,17.938,0.223,47.838,0.273,1.981,0.57,0.714,35.783
6500,1.0,296.301,201.686,270.465,198.856,15.372,12.266,10.643,0.257,1.365,274.388,47.5,0.984,1.082,0.009,847.86,17.561,19.317,0.165,62.331,2698.238,0.88,1.136,-0.043,8.658,17.84,-10.0,26.051,17.882,0.223,48.738,0.269,1.979,0.564,0.715,35.881
6600,1.0,295.501,204.236,273.885,201.799,15.6,12.266,10.614,0.261,1.39,274.973,48.203,0.998,1.098,0.009,849.667,17.598,19.358,0.165,62.483,2702.036,0.88,1.136,-0.074,8.6,17.753,-10.0,25.938,17.826,0.223,49.643,0.267,1.978,0.564,0.715,35.901
6700,1.0,295.417,207.271,277.956,204.74,15.827,12.292,10.611,0.264,1.416,274.894,48.906,1.013,1.114,0.009,849.422,17.593,19.353,0.165,62.633,2705.744,0.88,1.136,-0.105,8.542,17.666,-10.0,25.826,17.771,0.223,50.552,0.264,1.976,0.558,0.717,35.998
6800,1.0,294.586,209.773,281.31,207.676,16.054,12.291,10.582,0.268,1.442,275.512,49.607,1.027,1.13,0.01,851.331,17.633,19.396,0.165,62.783,2709.451,0.88,1.136,-0.135,8.484,17.58,-10.0,25.715,17.715,0.223,51.467,0.262,1.976,0.558,0.717,36.017
6900,1.0,294.47,212.774,285.335,210.61,16.281,12.317,10.577,0.271,1.468,275.462,50.308,1.042,1.146,0.01,851.177,17.63,19.393,0.165,62.934,2713.186,0.88,1.136,-0.166,8.427,17.495,-10.0,25.604,17.66,0.223,52.386,0.258,1.974,0.553,0.718,36.113
7000,1.0,293.61,215.227,288.625,213.539,16.507,12.316,10.547,0.275,1.495,276.11,51.008,1.056,1.162,0.01,853.181,17.671,19.438,0.166,63.085,2716.841,0.88,1.136,-0.196,8.37,17.409,-10.0,25.494,17.606,0.223,53.31,0.257,1.973,0.553,0.718,36.132
