Engine Speed(RPM),Throttle,Torque(Nm),Power(kW),Horsepower,Air Flow(g/s),Fuel Flow(g/s),IMEP(bar),BMEP(bar),PMEP(bar),FMEP(bar),BSFC(g/kWh),CO2(g/s),CO(g/s),NOx(g/s),HC(g/s),CO2(g/kWh),CO(g/kWh),NOx(g/kWh),HC(g/kWh),Pmax(bar),Tmax(K),Lambda,Phi (φ),CA10 (deg),CA50 (deg),CA90 (deg),SOC (deg),EOC (deg),Burn 10 - 90 (deg),S_L (m/s),S_T (m/s),KnockIdx,Qchem (kJ/cyc),Q_ht (kJ/cyc),W_ind (kJ/cyc),η_ind (%)
2000,1.0,216.396,45.322,60.778,55.932,3.805,8.383,7.773,0.044,0.566,302.229,11.757,0.152,0.304,0.002,933.889,12.089,24.178,0.181,46.79,2257.199,1.0,1.0,-0.492,9.563,20.174,-12.0,29.664,20.666,0.21,12.976,0.858,1.592,0.666,0.489,30.486
2100,1.0,220.651,48.524,65.071,59.072,4.039,8.544,7.926,0.045,0.573,299.631,12.48,0.166,0.321,0.002,925.861,12.285,23.851,0.18,47.412,2271.193,0.995,1.005,-0.527,9.497,20.076,-12.0,29.537,20.603,0.212,13.666,0.813,1.609,0.663,0.498,30.734
2200,1.0,224.202,51.652,69.267,62.244,4.277,8.679,8.053,0.045,0.58,298.098,13.216,0.18,0.339,0.003,921.123,12.52,23.609,0.179,48.039,2285.105,0.99,1.01,-0.563,9.431,19.977,-12.0,29.408,20.539,0.214,14.362,0.774,1.627,0.666,0.506,30.884
2300,1.0,228.437,55.02,73.784,65.45,4.52,8.839,8.205,0.046,0.588,295.755,13.967,0.194,0.356,0.003,913.883,12.717,23.305,0.177,48.673,2298.912,0.985,1.015,-0.599,9.363,19.876,-12.0,29.278,20.475,0.215,15.062,0.736,1.645,0.663,0.515,31.116
2400,1.0,231.969,58.3,78.182,68.688,4.768,8.974,8.332,0.047,0.595,294.419,14.733,0.21,0.374,0.003,909.756,12.954,23.082,0.177,49.312,2312.626,0.98,1.02,-0.635,9.296,19.776,-12.0,29.148,20.41,0.217,15.766,0.704,1.663,0.666,0.523,31.252
2500,1.0,236.204,61.838,82.926,71.958,5.021,9.135,8.484,0.048,0.603,292.284,15.514,0.226,0.392,0.003,903.157,13.153,22.798,0.175,49.956,2326.256,0.975,1.026,-0.671,9.228,19.674,-12.0,29.016,20.345,0.219,16.476,0.672,1.681,0.664,0.533,31.47
2600,1.0,239.061,65.089,87.286,75.11,5.268,9.247,8.587,0.048,0.612,291.339,16.277,0.242,0.409,0.003,900.238,13.402,22.608,0.175,50.513,2340.071,0.97,1.031,-0.707,9.16,19.573,-12.0,28.885,20.28,0.22,17.19,0.648,1.696,0.666,0.539,31.576
2700,1.0,242.629,68.602,91.996,78.282,5.518,9.384,8.715,0.049,0.62,289.592,17.052,0.259,0.426,0.003,894.841,13.611,22.357,0.174,51.074,2353.883,0.965,1.036,-0.744,9.092,19.471,-12.0,28.753,20.215,0.221,17.909,0.624,1.71,0.664,0.547,31.765
2800,1.0,246.74,72.348,97.02,81.607,5.783,9.542,8.863,0.05,0.629,287.749,17.869,0.278,0.444,0.003,889.143,13.812,22.099,0.173,51.716,2367.48,0.96,1.042,-0.78,9.023,19.369,-12.0,28.621,20.149,0.223,18.633,0.599,1.728,0.661,0.556,31.963
2900,1.0,250.683,76.129,102.091,85.097,6.062,9.693,9.005,0.05,0.639,286.645,18.731,0.297,0.463,0.004,885.734,14.046,21.9,0.172,52.441,2380.873,0.955,1.047,-0.817,8.955,19.267,-12.0,28.489,20.084,0.224,19.361,0.575,1.749,0.666,0.565,32.083
3000,1.0,255.37,80.227,107.586,88.627,6.346,9.872,9.173,0.051,0.648,284.778,19.61,0.317,0.482,0.004,879.965,14.239,21.643,0.171,53.173,2394.257,0.95,1.053,-0.853,8.887,19.165,-12.0,28.358,20.018,0.225,20.094,0.551,1.77,0.664,0.576,32.285
3100,1.0,259.201,84.145,112.84,92.16,6.634,10.02,9.311,0.052,0.658,283.837,20.5,0.338,0.502,0.004,877.057,14.476,21.458,0.17,53.892,2407.752,0.945,1.058,-0.889,8.819,19.064,-12.0,28.226,19.953,0.226,20.832,0.531,1.791,0.669,0.584,32.393
3200,1.0,263.791,88.397,118.543,95.731,6.928,10.196,9.475,0.052,0.668,282.144,21.407,0.36,0.521,0.004,871.825,14.671,21.217,0.169,54.62,2421.221,0.94,1.064,-0.926,8.751,18.962,-12.0,28.095,19.888,0.226,21.574,0.51,1.811,0.667,0.595,32.582
3300,1.0,267.444,92.422,123.94,99.281,7.223,10.339,9.607,0.053,0.679,281.362,22.32,0.383,0.54,0.004,869.41,14.912,21.046,0.169,55.326,2434.733,0.935,1.07,-0.962,8.683,18.861,-12.0,27.964,19.823,0.227,22.321,0.493,1.832,0.672,0.603,32.677
3400,1.0,271.656,96.722,129.707,102.806,7.52,10.502,9.758,0.054,0.69,279.894,23.237,0.406,0.559,0.005,864.872,15.114,20.824,0.168,56.009,2448.278,0.93,1.075,-0.998,8.616,18.761,-12.0,27.833,19.758,0.228,23.073,0.476,1.851,0.67,0.612,32.849
3500,1.0,275.126,100.839,135.227,106.361,7.822,10.638,9.883,0.054,0.701,279.253,24.17,0.43,0.579,0.005,862.891,15.359,20.665,0.168,56.698,2461.958,0.925,1.081,-1.034,8.548,18.66,-12.0,27.703,19.694,0.228,23.829,0.462,1.87,0.675,0.62,32.932
3600,1.0,278.81,105.109,140.953,109.778,8.117,10.783,10.015,0.055,0.713,278.019,25.082,0.455,0.597,0.005,859.078,15.569,20.462,0.167,57.313,2475.786,0.92,1.087,-1.07,8.481,18.56,-12.0,27.573,19.629,0.229,24.59,0.449,1.887,0.673,0.629,33.085
3700,1.0,281.734,109.161,146.388,113.216,8.417,10.901,10.12,0.056,0.725,277.59,26.009,0.48,0.616,0.005,857.753,15.823,20.32,0.167,57.932,2489.602,0.915,1.093,-1.105,8.414,18.46,-12.0,27.444,19.565,0.229,25.356,0.439,1.904,0.677,0.636,33.149
3800,1.0,285.306,113.533,152.251,116.631,8.719,11.042,10.248,0.057,0.737,276.462,26.941,0.506,0.635,0.005,854.268,16.035,20.126,0.166,58.536,2503.472,0.91,1.099,-1.141,8.348,18.361,-12.0,27.316,19.502,0.229,26.127,0.428,1.92,0.674,0.644,33.294
3900,1.0,287.963,117.606,157.713,120.019,9.022,11.15,10.344,0.057,0.75,276.158,27.877,0.532,0.653,0.005,853.327,16.293,19.994,0.166,59.125,2517.528,0.905,1.105,-1.176,8.281,18.262,-12.0,27.188,19.438,0.229,26.902,0.419,1.936,0.678,0.65,33.348
4000,1.0,291.421,122.07,163.699,123.424,9.329,11.288,10.468,0.058,0.762,275.126,28.827,0.56,0.672,0.006,850.139,16.508,19.809,0.165,59.718,2531.589,0.9,1.111,-1.211,8.216,18.164,-12.0,27.06,19.375,0.229,27.682,0.409,1.951,0.676,0.658,33.485
4100,1.0,292.537,125.601,168.434,126.653,9.594,11.342,10.508,0.059,0.776,274.999,29.647,0.58,0.689,0.006,849.746,16.61,19.756,0.165,60.093,2540.209,0.898,1.114,-1.246,8.15,18.065,-12.0,26.933,19.312,0.229,28.466,0.402,1.959,0.678,0.661,33.532
4200,1.0,294.434,129.499,173.661,129.889,9.862,11.425,10.576,0.059,0.789,274.147,30.472,0.6,0.707,0.006,847.115,16.668,19.651,0.164,60.467,2548.8,0.896,1.116,-1.281,8.084,17.968,-12.0,26.806,19.249,0.228,29.256,0.393,1.965,0.673,0.666,33.662
4300,1.0,295.299,132.972,178.318,133.057,10.125,11.47,10.607,0.06,0.803,274.111,31.285,0.62,0.724,0.006,847.003,16.776,19.604,0.164,60.81,2557.474,0.894,1.119,-1.316,8.019,17.87,-12.0,26.68,19.186,0.228,30.05,0.387,1.971,0.674,0.669,33.702
4400,1.0,296.729,136.723,183.348,136.151,10.383,11.536,10.659,0.061,0.817,273.402,32.085,0.64,0.741,0.006,844.812,16.842,19.51,0.164,61.121,2566.132,0.892,1.121,-1.351,7.954,17.773,-12.0,26.554,19.124,0.228,30.849,0.38,1.975,0.669,0.673,33.821
4500,1.0,297.341,140.119,187.902,139.246,10.643,11.574,10.681,0.062,0.832,273.452,32.888,0.66,0.758,0.006,844.966,16.954,19.47,0.164,61.43,2574.698,0.89,1.124,-1.386,7.889,17.676,-12.0,26.429,19.062,0.228,31.653,0.375,1.98,0.67,0.675,33.854
4600,1.0,298.52,143.8,192.839,142.259,10.898,11.632,10.723,0.062,0.846,272.831,33.675,0.68,0.774,0.007,843.049,17.025,19.382,0.164,61.707,2583.399,0.888,1.126,-1.42,7.825,17.58,-12.0,26.305,19.0,0.228,32.462,0.369,1.982,0.664,0.678,33.966
4700,1.0,298.878,147.103,197.268,145.27,11.154,11.66,10.736,0.063,0.862,272.964,34.465,0.7,0.791,0.007,843.46,17.142,19.348,0.164,61.986,2592.052,0.886,1.129,-1.454,7.76,17.485,-12.0,26.181,18.939,0.227,33.275,0.365,1.986,0.665,0.68,33.992
4800,1.0,300.028,150.811,202.24,148.277,11.41,11.718,10.777,0.064,0.877,272.379,35.258,0.721,0.807,0.007,841.651,17.214,19.263,0.163,62.265,2600.631,0.884,1.131,-1.488,7.697,17.389,-12.0,26.057,18.877,0.227,34.093,0.36,1.989,0.66,0.683,34.102
4900,1.0,300.356,154.121,206.679,151.28,11.668,11.746,10.789,0.064,0.893,272.544,36.054,0.742,0.823,0.007,842.16,17.334,19.231,0.164,62.544,2609.191,0.882,1.134,-1.522,7.633,17.294,-12.0,25.935,18.817,0.227,34.916,0.357,1.993,0.661,0.685,34.126
5000,1.0,301.479,157.854,211.686,154.28,11.926,11.803,10.829,0.065,0.909,271.991,36.852,0.763,0.84,0.007,840.453,17.407,19.148,0.163,62.821,2617.804,0.88,1.136,-1.556,7.57,17.2,-12.0,25.812,18.756,0.226,35.744,0.352,1.996,0.656,0.688,34.234
5100,1.0,301.091,160.804,215.642,157.276,12.158,11.806,10.815,0.066,0.925,272.187,37.568,0.778,0.856,0.007,841.058,17.42,19.162,0.163,62.996,2622.412,0.88,1.136,-1.59,7.507,17.106,-12.0,25.69,18.695,0.226,36.577,0.347,1.995,0.656,0.688,34.263
5200,1.0,301.494,164.177,220.164,160.269,12.389,11.838,10.83,0.066,0.942,271.669,38.283,0.793,0.872,0.007,839.456,17.387,19.125,0.163,63.168,2626.912,0.88,1.136,-1.623,7.444,17.012,-12.0,25.569,18.635,0.226,37.414,0.342,1.993,0.649,0.69,34.375
5300,1.0,301.07,167.098,224.082,163.258,12.62,11.841,10.814,0.067,0.959,271.897,38.997,0.808,0.888,0.008,840.162,17.401,19.142,0.163,63.342,2631.47,0.88,1.136,-1.656,7.381,16.919,-12.0,25.448,18.575,0.226,38.257,0.338,1.993,0.649,0.69,34.402
5400,1.0,301.439,170.46,228.59,166.244,12.851,11.872,10.828,0.068,0.977,271.41,39.71,0.822,0.905,0.008,838.656,17.37,19.107,0.163,63.515,2635.967,0.88,1.136,-1.69,7.319,16.826,-12.0,25.328,18.516,0.226,39.104,0.333,1.991,0.642,0.692,34.513
5500,1.0,300.982,173.353,232.47,169.226,13.082,11.874,10.811,0.068,0.994,271.668,40.423,0.837,0.921,0.008,839.453,17.387,19.125,0.163,63.687,2640.362,0.88,1.136,-1.723,7.257,16.734,-12.0,25.209,18.456,0.226,39.956,0.329,1.991,0.642,0.692,34.538
5600,1.0,301.316,176.701,236.96,172.205,13.312,11.905,10.823,0.069,1.012,271.212,41.134,0.852,0.937,0.008,838.044,17.358,19.093,0.163,63.856,2644.724,0.88,1.136,-1.756,7.196,16.642,-12.0,25.09,18.397,0.226,40.813,0.324,1.989,0.636,0.694,34.647
5700,1.0,300.826,179.564,240.799,175.18,13.542,11.906,10.806,0.07,1.031,271.499,41.845,0.867,0.953,0.008,838.931,17.376,19.114,0.163,64.023,2649.122,0.88,1.136,-1.788,7.135,16.551,-12.0,24.972,18.339,0.226,41.675,0.321,1.988,0.636,0.694,34.671
5800,1.0,301.128,182.898,245.27,178.152,13.772,11.937,10.817,0.071,1.05,271.071,42.555,0.881,0.97,0.008,837.611,17.349,19.083,0.163,64.188,2653.418,0.88,1.136,-1.821,7.074,16.46,-12.0,24.854,18.28,0.226,42.541,0.317,1.986,0.629,0.696,34.779
5900,1.0,300.606,185.728,249.066,181.12,14.001,11.938,10.798,0.071,1.069,271.388,43.264,0.896,0.986,0.008,838.588,17.369,19.106,0.163,64.355,2657.62,0.88,1.136,-1.853,7.013,16.369,-12.0,24.737,18.222,0.226,43.413,0.314,1.986,0.629,0.696,34.802
6000,1.0,300.877,189.047,253.516,184.085,14.23,11.968,10.808,0.072,1.088,270.988,43.972,0.911,1.002,0.009,837.353,17.343,19.078,0.163,64.522,2661.899,0.88,1.136,-1.885,6.953,16.28,-12.0,24.621,18.165,0.226,44.289,0.309,1.984,0.623,0.698,34.909
6100,1.0,300.325,191.845,257.268,187.046,14.459,11.968,10.788,0.073,1.108,271.332,44.679,0.925,1.018,0.009,838.415,17.365,19.102,0.163,64.686,2666.115,0.88,1.136,-1.917,6.893,16.19,-12.0,24.505,18.107,0.226,45.17,0.306,1.984,0.623,0.698,34.93
6200,1.0,299.754,194.619,260.989,190.004,14.688,11.968,10.767,0.073,1.128,271.693,45.386,0.94,1.034,0.009,839.531,17.388,19.127,0.163,64.848,2670.234,0.88,1.136,-1.949,6.833,16.101,-12.0,24.39,18.05,0.226,46.055,0.304,1.983,0.623,0.698,34.951
6300,1.0,299.982,197.908,265.4,192.958,14.916,11.997,10.775,0.074,1.148,271.332,46.091,0.955,1.05,0.009,838.414,17.365,19.102,0.163,65.008,2674.319,0.88,1.136,-1.981,6.774,16.013,-12.0,24.275,17.993,0.226,46.946,0.3,1.981,0.617,0.7,35.056
6400,1.0,299.383,200.649,269.074,195.908,15.144,11.997,10.754,0.075,1.169,271.719,46.796,0.969,1.066,0.009,839.611,17.39,19.129,0.163,65.166,2678.464,0.88,1.136,-2.012,6.715,15.925,-12.0,24.161,17.937,0.226,47.841,0.297,1.981,0.617,0.7,35.076
6500,1.0,299.582,203.919,273.46,198.856,15.372,12.026,10.761,0.076,1.19,271.383,47.5,0.984,1.082,0.009,838.574,17.369,19.105,0.163,65.327,2682.513,0.88,1.136,-2.043,6.657,15.838,-12.0,24.048,17.881,0.226,48.741,0.293,1.979,0.61,0.701,35.18
6600,1.0,298.953,206.622,277.084,201.799,15.6,12.026,10.738,0.076,1.211,271.798,48.203,0.998,1.098,0.009,839.857,17.395,19.135,0.163,65.486,2686.469,0.88,1.136,-2.074,6.598,15.751,-12.0,23.936,17.825,0.226,49.646,0.291,1.978,0.61,0.701,35.199
6700,1.0,299.123,209.871,281.442,204.74,15.827,12.054,10.745,0.077,1.233,271.488,48.906,1.013,1.114,0.009,838.899,17.375,19.113,0.163,65.643,2690.482,0.88,1.136,-2.105,6.54,15.664,-12.0,23.824,17.769,0.226,50.556,0.287,1.976,0.604,0.703,35.302
6800,1.0,298.468,212.537,285.017,207.676,16.054,12.053,10.721,0.078,1.254,271.928,49.607,1.027,1.13,0.01,840.259,17.403,19.144,0.163,65.799,2694.472,0.88,1.136,-2.136,6.483,15.578,-12.0,23.712,17.714,0.226,51.471,0.285,1.976,0.604,0.703,35.32
6900,1.0,298.609,215.765,289.346,210.61,16.281,12.081,10.726,0.078,1.277,271.643,50.308,1.042,1.146,0.01,839.378,17.385,19.124,0.163,65.952,2698.373,0.88,1.136,-2.167,6.426,15.493,-12.0,23.601,17.659,0.226,52.39,0.281,1.974,0.598,0.704,35.422
7000,1.0,297.926,218.391,292.867,213.539,16.507,12.08,10.702,0.079,1.299,272.111,51.008,1.056,1.162,0.01,840.822,17.415,19.157,0.163,66.103,2702.193,0.88,1.136,-2.197,6.369,15.408,-12.0,23.491,17.605,0.226,53.314,0.279,1.973,0.598,0.704,35.439
