Engine Speed (RPM),Throttle,Lambda,Torque (Nm),Power (kW),Horsepower,IMEP (bar),BMEP (bar),PMEP (bar),FMEP (bar),BSFC (g/kWh),Air Flow(g/s),Fuel Flow(g/s),CO2 (g/s),CO (g/s),NOx (g/s),HC (g/s),CO2 (g/kWh),CO (g/kWh),NOx (g/kWh),HC (g/kWh),Pmax (bar),Tmax (K),KnockIdx,Phi,SOC (deg),CA10 (deg),CA50 (deg),CA90 (deg),EOC (deg),Burn 10 - 90 (deg),S_L (m/s),S_T (m/s),Qchem (kJ/cyc),Q_ht (kJ/cyc),W_ind (kJ/cyc),n_ind (%)
2000,1.0,1.1,257.135,53.854,72.22,9.607,9.236,0.044,0.327,231.223,55.932,3.459,10.688,0.187,0.257,0.002,714.479,12.486,17.203,0.139,58.194,2517.494,0.911,0.909,-8.062,-0.807,5.533,12.223,18.206,13.03,0.156,20.581,1.447,0.369,0.56,38.429
2100,1.0,1.1,258.358,56.816,76.191,9.676,9.28,0.045,0.352,231.474,59.072,3.653,11.288,0.199,0.271,0.002,715.255,12.592,17.185,0.139,58.088,2511.52,0.851,0.909,-8.066,-0.713,5.711,12.491,18.554,13.204,0.156,21.324,1.455,0.368,0.564,38.483
2200,1.0,1.1,258.782,59.619,79.951,9.718,9.295,0.045,0.378,232.438,62.244,3.849,11.895,0.211,0.285,0.002,718.232,12.738,17.219,0.139,57.956,2505.204,0.804,0.909,-8.07,-0.616,5.896,12.769,18.915,13.385,0.156,22.038,1.465,0.373,0.567,38.426
2300,1.0,1.1,259.91,62.601,83.949,9.787,9.336,0.046,0.405,232.766,65.45,4.048,12.507,0.223,0.299,0.002,719.247,12.849,17.206,0.14,57.798,2498.545,0.752,0.909,-8.073,-0.516,6.088,13.056,19.288,13.572,0.156,22.722,1.472,0.372,0.571,38.474
2400,1.0,1.1,260.263,65.411,87.718,9.828,9.349,0.047,0.433,233.786,68.688,4.248,13.126,0.236,0.313,0.003,722.399,12.999,17.244,0.14,57.619,2491.526,0.711,0.909,-8.077,-0.412,6.286,13.354,19.675,13.766,0.156,23.377,1.481,0.376,0.573,38.416
2500,1.0,1.1,261.295,68.407,91.735,9.895,9.386,0.048,0.462,234.192,71.958,4.45,13.751,0.249,0.328,0.003,723.654,13.115,17.237,0.141,57.418,2484.132,0.667,0.909,-8.081,-0.304,6.492,13.663,20.076,13.967,0.156,24.0,1.489,0.375,0.577,38.457
2600,1.0,1.1,260.908,71.038,95.263,9.912,9.372,0.048,0.492,235.396,75.11,4.645,14.353,0.262,0.341,0.003,727.375,13.276,17.288,0.141,57.088,2476.958,0.635,0.909,-8.085,-0.191,6.706,13.984,20.493,14.175,0.156,24.593,1.495,0.378,0.578,38.383
2700,1.0,1.1,260.491,73.652,98.769,9.929,9.357,0.049,0.523,236.63,78.282,4.841,14.959,0.275,0.355,0.003,731.188,13.441,17.34,0.142,56.733,2469.4,0.604,0.909,-8.088,-0.074,6.928,14.318,20.926,14.392,0.156,25.155,1.501,0.382,0.579,38.308
2800,1.0,1.1,260.581,76.406,102.463,9.965,9.36,0.05,0.555,237.787,81.607,5.047,15.595,0.289,0.369,0.003,734.763,13.601,17.387,0.143,56.434,2461.092,0.573,0.909,-8.092,0.047,7.159,14.664,21.376,14.617,0.156,25.685,1.509,0.385,0.581,38.247
2900,1.0,1.1,261.841,79.518,106.635,10.044,9.405,0.05,0.588,238.255,85.097,5.263,16.262,0.303,0.384,0.003,736.208,13.723,17.383,0.143,56.188,2452.144,0.536,0.909,-8.096,0.174,7.4,15.025,21.844,14.851,0.156,26.183,1.518,0.383,0.586,38.289
3000,1.0,1.1,262.391,82.433,110.544,10.098,9.425,0.051,0.622,239.364,88.627,5.481,16.936,0.318,0.399,0.003,739.633,13.883,17.426,0.144,55.916,2442.905,0.505,0.909,-8.099,0.306,7.65,15.401,22.332,15.095,0.156,26.648,1.528,0.387,0.589,38.238
3100,1.0,1.1,263.922,85.677,114.895,10.189,9.48,0.052,0.657,239.48,92.16,5.699,17.611,0.332,0.414,0.003,739.993,13.938,17.415,0.144,56.414,2445.931,0.484,0.909,-8.103,0.274,7.593,15.317,22.225,15.043,0.156,27.631,1.539,0.387,0.594,38.339
3200,1.0,1.1,266.066,89.159,119.565,10.302,9.557,0.052,0.693,239.044,95.731,5.92,18.294,0.346,0.43,0.004,738.645,13.96,17.364,0.143,56.912,2448.828,0.46,0.909,-8.106,0.242,7.536,15.234,22.118,14.992,0.156,28.619,1.547,0.382,0.601,38.525
3300,1.0,1.1,267.322,92.38,123.884,10.385,9.602,0.053,0.73,239.267,99.281,6.14,18.972,0.36,0.446,0.004,739.334,14.021,17.361,0.144,57.38,2451.806,0.441,0.909,-8.11,0.21,7.479,15.151,22.011,14.941,0.156,29.615,1.557,0.383,0.606,38.616
3400,1.0,1.1,268.339,95.541,128.123,10.46,9.639,0.054,0.768,239.563,102.806,6.358,19.646,0.374,0.461,0.004,740.25,14.086,17.364,0.144,57.817,2454.882,0.425,0.909,-8.114,0.178,7.423,15.068,21.905,14.89,0.156,30.616,1.565,0.383,0.61,38.7
3500,1.0,1.1,269.973,98.95,132.695,10.559,9.697,0.054,0.807,239.308,106.361,6.578,20.325,0.388,0.476,0.004,739.462,14.119,17.326,0.144,58.254,2457.838,0.406,0.909,-8.117,0.146,7.366,14.986,21.8,14.84,0.156,31.624,1.572,0.378,0.616,38.869
3600,1.0,1.1,270.38,101.931,136.692,10.614,9.712,0.055,0.846,239.774,109.778,6.789,20.978,0.402,0.491,0.004,740.903,14.195,17.34,0.144,58.611,2460.973,0.394,0.909,-8.121,0.115,7.31,14.904,21.695,14.789,0.156,32.639,1.578,0.379,0.619,38.937
3700,1.0,1.1,271.402,105.158,141.02,10.692,9.749,0.056,0.887,239.694,113.216,7.002,21.635,0.416,0.506,0.004,740.655,14.238,17.316,0.144,58.971,2464.051,0.379,0.909,-8.124,0.083,7.254,14.822,21.59,14.739,0.156,33.659,1.583,0.374,0.623,39.09
3800,1.0,1.1,271.59,108.075,144.931,10.741,9.756,0.057,0.929,240.26,116.631,7.213,22.288,0.43,0.52,0.004,742.405,14.32,17.337,0.144,59.307,2467.14,0.368,0.909,-8.128,0.052,7.199,14.741,21.486,14.689,0.156,34.687,1.588,0.374,0.626,39.15
3900,1.0,1.1,271.62,110.931,148.761,10.786,9.757,0.057,0.972,240.873,120.019,7.422,22.935,0.444,0.535,0.004,744.299,14.404,17.362,0.145,59.624,2470.294,0.358,0.909,-8.131,0.021,7.143,14.66,21.382,14.639,0.156,35.72,1.593,0.374,0.629,39.208
4000,1.0,1.1,272.269,114.048,152.94,10.854,9.78,0.058,1.016,240.938,123.424,7.633,23.586,0.458,0.55,0.005,744.497,14.456,17.348,0.145,59.939,2473.337,0.346,0.909,-8.135,-0.01,7.088,14.579,21.279,14.59,0.156,36.76,1.597,0.369,0.633,39.35
4100,1.0,1.1,271.69,116.651,156.431,10.878,9.759,0.059,1.061,241.725,126.653,7.833,24.203,0.473,0.563,0.005,746.929,14.6,17.365,0.145,60.172,2476.625,0.338,0.909,-8.138,-0.041,7.034,14.5,21.176,14.541,0.156,37.807,1.599,0.369,0.634,39.395
4200,1.0,1.1,271.743,119.519,160.278,10.926,9.761,0.059,1.106,241.952,129.889,8.033,24.821,0.488,0.576,0.005,747.63,14.711,17.343,0.145,60.404,2479.964,0.328,0.909,-8.141,-0.072,6.979,14.42,21.074,14.492,0.156,38.86,1.6,0.364,0.637,39.523
4300,1.0,1.1,271.318,122.173,163.837,10.943,9.746,0.06,1.137,242.468,133.057,8.229,25.426,0.504,0.589,0.005,749.227,14.839,17.341,0.145,60.608,2483.307,0.322,0.909,-8.145,-0.102,6.925,14.341,20.973,14.443,0.156,39.919,1.601,0.364,0.638,39.561
4400,1.0,1.1,271.302,125.007,167.637,10.975,9.745,0.061,1.169,242.482,136.151,8.42,26.018,0.519,0.601,0.005,749.269,14.937,17.304,0.145,60.779,2486.66,0.314,0.909,-8.148,-0.133,6.871,14.262,20.872,14.395,0.156,40.985,1.6,0.359,0.64,39.678
4500,1.0,1.1,270.64,127.536,171.029,10.985,9.721,0.062,1.202,243.075,139.246,8.611,26.609,0.534,0.613,0.005,751.103,15.071,17.307,0.146,60.93,2489.858,0.309,0.909,-8.141,-0.152,6.828,14.194,20.782,14.347,0.156,42.057,1.601,0.358,0.641,39.714
4600,1.0,1.1,269.727,129.93,174.239,10.987,9.689,0.062,1.236,243.76,142.259,8.798,27.185,0.549,0.625,0.005,753.219,15.211,17.317,0.146,61.065,2493.348,0.304,0.909,-8.144,-0.182,6.776,14.117,20.683,14.299,0.156,43.135,1.601,0.358,0.641,39.742
4700,1.0,1.1,269.425,132.606,177.828,11.011,9.678,0.063,1.27,243.895,145.27,8.984,27.76,0.564,0.637,0.005,753.636,15.317,17.287,0.146,61.197,2496.741,0.297,0.909,-8.146,-0.21,6.723,14.041,20.585,14.251,0.156,44.22,1.599,0.353,0.642,39.852
4800,1.0,1.1,268.458,134.942,180.96,11.012,9.643,0.064,1.305,244.635,148.277,9.17,28.335,0.58,0.648,0.006,755.923,15.461,17.301,0.147,61.328,2500.037,0.293,0.909,-8.148,-0.239,6.672,13.965,20.487,14.204,0.156,45.311,1.599,0.353,0.642,39.878
4900,1.0,1.1,267.462,137.242,184.045,11.013,9.607,0.064,1.341,245.406,151.28,9.356,28.909,0.595,0.66,0.006,758.306,15.608,17.316,0.147,61.462,2503.285,0.289,0.909,-8.151,-0.268,6.62,13.889,20.39,14.157,0.156,46.409,1.598,0.353,0.642,39.904
5000,1.0,1.1,267.079,139.842,187.531,11.036,9.594,0.065,1.378,245.619,154.28,9.541,29.482,0.611,0.672,0.006,758.964,15.72,17.292,0.147,61.594,2506.621,0.283,0.909,-8.153,-0.296,6.569,13.814,20.293,14.11,0.156,47.513,1.596,0.347,0.643,40.012
5100,1.0,1.1,266.032,142.08,190.532,11.037,9.556,0.066,1.415,246.446,157.276,9.726,30.055,0.622,0.685,0.006,761.519,15.773,17.35,0.148,61.723,2509.863,0.28,0.909,-8.156,-0.324,6.518,13.739,20.197,14.064,0.156,48.623,1.596,0.347,0.644,40.036
5200,1.0,1.1,265.588,144.624,193.944,11.059,9.54,0.066,1.453,246.718,160.269,9.911,30.626,0.634,0.698,0.006,762.357,15.79,17.369,0.148,61.85,2513.016,0.274,0.909,-8.158,-0.353,6.468,13.665,20.101,14.017,0.156,49.74,1.594,0.342,0.645,40.142
5300,1.0,1.1,264.492,146.797,196.858,11.06,9.501,0.067,1.492,247.6,163.258,10.096,31.198,0.646,0.711,0.006,765.082,15.846,17.431,0.149,61.975,2516.116,0.27,0.909,-8.16,-0.38,6.417,13.591,20.006,13.971,0.156,50.864,1.594,0.342,0.645,40.165
5400,1.0,1.1,263.367,148.93,199.719,11.059,9.46,0.068,1.531,248.516,166.244,10.281,31.768,0.658,0.724,0.006,767.914,15.905,17.496,0.149,62.1,2519.312,0.267,0.909,-8.163,-0.408,6.367,13.517,19.912,13.926,0.156,51.993,1.594,0.342,0.645,40.187
5500,1.0,1.1,262.845,151.388,203.014,11.082,9.441,0.068,1.572,248.867,169.226,10.465,32.338,0.67,0.737,0.006,769.0,15.928,17.52,0.149,62.227,2522.427,0.262,0.909,-8.165,-0.436,6.318,13.444,19.818,13.88,0.156,53.129,1.592,0.337,0.646,40.291
5600,1.0,1.1,261.671,153.452,205.783,11.081,9.399,0.069,1.613,249.841,172.205,10.65,32.907,0.682,0.75,0.006,772.01,15.99,17.589,0.15,62.352,2525.457,0.259,0.909,-8.167,-0.463,6.268,13.372,19.725,13.835,0.156,54.272,1.591,0.337,0.646,40.312
5700,1.0,1.1,260.471,155.476,208.496,11.081,9.356,0.07,1.654,250.85,175.18,10.834,33.476,0.693,0.763,0.007,775.126,16.054,17.66,0.151,62.475,2528.42,0.256,0.909,-8.17,-0.491,6.219,13.3,19.632,13.79,0.156,55.421,1.591,0.337,0.646,40.333
5800,1.0,1.1,259.872,157.839,211.666,11.102,9.335,0.071,1.697,251.285,178.152,11.017,34.044,0.705,0.776,0.007,776.471,16.082,17.69,0.151,62.595,2531.5,0.251,0.909,-8.172,-0.518,6.17,13.228,19.54,13.746,0.156,56.576,1.589,0.332,0.647,40.435
5900,1.0,1.1,258.622,159.789,214.28,11.101,9.29,0.071,1.74,252.355,181.12,11.201,34.611,0.717,0.789,0.007,779.778,16.151,17.766,0.151,62.713,2534.494,0.249,0.909,-8.174,-0.545,6.122,13.157,19.448,13.701,0.156,57.738,1.589,0.332,0.647,40.454
6000,1.0,1.1,257.966,162.085,217.359,11.122,9.266,0.072,1.784,252.853,184.085,11.384,35.178,0.729,0.801,0.007,781.315,16.183,17.801,0.152,62.831,2537.411,0.244,0.909,-8.176,-0.572,6.073,13.086,19.357,13.657,0.156,58.906,1.587,0.327,0.649,40.554
6100,1.0,1.1,256.675,163.962,219.876,11.121,9.22,0.073,1.829,253.979,187.046,11.567,35.743,0.74,0.814,0.007,784.795,16.255,17.88,0.152,62.897,2539.527,0.241,0.909,-8.179,-0.588,6.045,13.044,19.303,13.632,0.156,60.0,1.586,0.327,0.648,40.574
6200,1.0,1.1,254.194,165.039,221.32,11.078,9.131,0.073,1.874,256.312,190.004,11.75,36.309,0.752,0.827,0.007,792.004,16.404,18.044,0.154,62.232,2531.255,0.237,0.909,-8.181,-0.466,6.275,13.389,19.751,13.855,0.156,60.0,1.586,0.33,0.646,40.44
6300,1.0,1.1,251.696,166.052,222.68,11.035,9.041,0.074,1.92,258.708,192.958,11.933,36.873,0.764,0.84,0.007,799.407,16.557,18.213,0.155,61.57,2522.957,0.233,0.909,-8.183,-0.344,6.506,13.735,20.2,14.079,0.156,60.0,1.585,0.334,0.643,40.307
6400,1.0,1.1,249.183,167.004,223.956,10.993,8.951,0.075,1.967,261.167,195.908,12.116,37.437,0.775,0.853,0.007,807.007,16.715,18.386,0.157,60.912,2514.651,0.229,0.909,-8.185,-0.221,6.737,14.081,20.648,14.302,0.156,60.0,1.585,0.338,0.641,40.174
6500,1.0,1.1,247.239,168.29,225.681,10.971,8.881,0.076,2.015,263.07,198.856,12.298,38.0,0.787,0.866,0.007,812.886,16.836,18.52,0.158,60.258,2506.55,0.223,0.909,-8.188,-0.099,6.968,14.426,21.096,14.526,0.156,60.0,1.583,0.336,0.64,40.118
6600,1.0,1.1,244.692,169.119,226.792,10.929,8.789,0.076,2.063,265.656,201.799,12.48,38.563,0.799,0.879,0.007,820.877,17.002,18.702,0.159,59.61,2498.462,0.219,0.909,-8.19,0.023,7.199,14.772,21.545,14.749,0.156,60.0,1.582,0.34,0.637,39.986
6700,1.0,1.1,242.129,169.883,227.817,10.887,8.697,0.077,2.112,268.315,204.74,12.662,39.125,0.81,0.891,0.008,829.093,17.172,18.889,0.161,58.971,2490.368,0.215,0.909,-8.192,0.145,7.43,15.118,21.993,14.972,0.156,60.0,1.581,0.343,0.635,39.854
6800,1.0,1.1,239.549,170.582,228.754,10.845,8.605,0.078,2.162,271.048,207.676,12.843,39.686,0.822,0.904,0.008,837.539,17.347,19.082,0.163,58.336,2482.344,0.211,0.909,-8.194,0.268,7.661,15.464,22.441,15.196,0.156,60.0,1.581,0.346,0.632,39.723
6900,1.0,1.1,236.954,171.215,229.604,10.803,8.511,0.078,2.213,273.86,210.61,13.025,40.246,0.834,0.917,0.008,846.226,17.527,19.28,0.164,57.705,2474.456,0.207,0.909,-8.196,0.39,7.892,15.809,22.89,15.419,0.156,60.0,1.58,0.349,0.63,39.592
7000,1.0,1.1,234.887,172.181,230.898,10.78,8.437,0.079,2.264,276.112,213.539,13.206,40.806,0.845,0.93,0.008,853.186,17.671,19.438,0.166,57.078,2466.569,0.202,0.909,-8.198,0.512,8.123,16.155,23.338,15.643,0.156,60.0,1.578,0.348,0.629,39.533
