Engine Speed(RPM),Throttle,Torque(Nm),Power(kW),Horsepower,Air Flow(g/s),Fuel Flow(g/s),IMEP(bar),BMEP(bar),PMEP(bar),FMEP(bar),BSFC(g/kWh),CO2(g/s),CO(g/s),NOx(g/s),HC(g/s),CO2(g/kWh),CO(g/kWh),NOx(g/kWh),HC(g/kWh),Pmax(bar),Tmax(K),Lambda,Phi (φ),CA10 (deg),CA50 (deg),CA90 (deg),SOC (deg),EOC (deg),Burn 10 - 90 (deg),S_L (m/s),S_T (m/s),KnockIdx,Qchem (kJ/cyc),Q_ht (kJ/cyc),W_ind (kJ/cyc),η_ind (%)
3300,1.0,171.754,59.354,79.595,99.281,7.223,7.56,6.169,0.146,1.245,438.12,22.32,0.383,0.54,0.004,1353.79,23.22,32.771,0.263,46.114,2056.852,,,,,,,,,,,,,,,
3400,1.0,175.151,62.362,83.629,102.806,7.52,7.713,6.291,0.149,1.273,434.111,23.237,0.406,0.559,0.005,1341.404,23.442,32.298,0.26,46.718,2070.167,,,,,,,,,,,,,,,
3500,1.0,177.438,65.034,87.212,106.361,7.822,7.827,6.374,0.152,1.301,432.996,24.17,0.43,0.579,0.005,1337.956,23.815,32.042,0.26,47.327,2083.498,,,,,,,,,,,,,,,
3600,1.0,180.363,67.995,91.183,109.778,8.117,7.964,6.479,0.156,1.33,429.768,25.082,0.455,0.597,0.005,1327.982,24.067,31.631,0.258,47.87,2096.883,,,,,,,,,,,,,,,
3700,1.0,182.151,70.577,94.645,113.216,8.417,8.062,6.543,0.159,1.359,429.349,26.009,0.48,0.616,0.005,1326.69,24.473,31.428,0.258,48.417,2110.253,,,,,,,,,,,,,,,
3800,1.0,184.957,73.601,98.7,116.631,8.719,8.197,6.644,0.163,1.39,426.457,26.941,0.506,0.635,0.005,1317.754,24.735,31.046,0.256,48.951,2123.604,,,,,,,,,,,,,,,
3900,1.0,186.48,76.16,102.132,120.019,9.022,8.286,6.698,0.166,1.421,426.444,27.877,0.532,0.653,0.005,1317.712,25.16,30.875,0.256,49.473,2136.94,,,,,,,,,,,,,,,
4000,1.0,189.164,79.237,106.258,123.424,9.329,8.418,6.795,0.17,1.453,423.852,28.827,0.56,0.672,0.006,1309.702,25.431,30.517,0.254,49.998,2150.421,,,,,,,,,,,,,,,
4100,1.0,189.414,81.325,109.059,126.653,9.594,8.464,6.804,0.174,1.486,424.716,29.647,0.58,0.689,0.006,1312.372,25.653,30.512,0.255,50.338,2159.256,,,,,,,,,,,,,,,
4200,1.0,190.82,83.927,112.548,129.889,9.862,8.551,6.854,0.177,1.52,423.007,30.472,0.6,0.707,0.006,1307.093,25.719,30.321,0.254,50.679,2168.003,,,,,,,,,,,,,,,
4300,1.0,190.82,85.925,115.228,133.057,10.125,8.589,6.854,0.18,1.555,424.193,31.285,0.62,0.724,0.006,1310.756,25.961,30.338,0.255,50.991,2176.651,,,,,,,,,,,,,,,
4400,1.0,191.799,88.375,118.512,136.151,10.383,8.663,6.889,0.184,1.59,422.975,32.085,0.64,0.741,0.006,1306.993,26.055,30.184,0.254,51.275,2185.372,,,,,,,,,,,,,,,
4500,1.0,191.548,90.265,121.047,139.246,10.643,8.694,6.88,0.187,1.626,424.481,32.888,0.66,0.758,0.006,1311.648,26.318,30.223,0.255,51.558,2194.023,,,,,,,,,,,,,,,
4600,1.0,192.283,92.625,124.212,142.259,10.898,8.761,6.907,0.191,1.663,423.57,33.675,0.68,0.774,0.007,1308.832,26.431,30.09,0.254,51.814,2202.583,,,,,,,,,,,,,,,
4700,1.0,191.779,94.39,126.58,145.27,11.154,8.784,6.889,0.194,1.701,425.401,34.465,0.7,0.791,0.007,1314.49,26.715,30.152,0.255,52.071,2211.077,,,,,,,,,,,,,,,
4800,1.0,192.461,96.742,129.733,148.277,11.41,8.851,6.913,0.198,1.739,424.612,35.258,0.721,0.807,0.007,1312.051,26.835,30.029,0.255,52.327,2219.665,,,,,,,,,,,,,,,
4900,1.0,191.895,98.466,132.046,151.28,11.668,8.873,6.893,0.202,1.779,426.589,36.054,0.742,0.823,0.007,1318.159,27.131,30.1,0.256,52.582,2228.172,,,,,,,,,,,,,,,
5000,1.0,192.526,100.806,135.184,154.28,11.926,8.94,6.916,0.205,1.819,425.915,36.852,0.763,0.84,0.007,1316.078,27.259,29.984,0.256,52.837,2236.606,,,,,,,,,,,,,,,
5100,1.0,191.363,102.202,137.054,157.276,12.158,8.942,6.874,0.208,1.86,428.26,37.568,0.778,0.856,0.007,1323.322,27.409,30.149,0.257,53.007,2241.728,,,,,,,,,,,,,,,
5200,1.0,191.4,104.226,139.769,160.269,12.389,8.989,6.875,0.212,1.902,427.934,38.283,0.793,0.872,0.007,1322.315,27.388,30.127,0.257,53.175,2246.89,,,,,,,,,,,,,,,
5300,1.0,190.172,105.548,141.543,163.258,12.62,8.991,6.831,0.215,1.945,430.452,38.997,0.808,0.888,0.008,1330.098,27.549,30.304,0.258,53.345,2251.952,,,,,,,,,,,,,,,
5400,1.0,190.15,107.527,144.197,166.244,12.851,9.037,6.83,0.219,1.988,430.257,39.71,0.822,0.905,0.008,1329.495,27.536,30.29,0.258,53.514,2256.911,,,,,,,,,,,,,,,
5500,1.0,188.858,108.774,145.869,169.226,13.082,9.039,6.784,0.222,2.032,432.955,40.423,0.837,0.921,0.008,1337.829,27.709,30.48,0.26,53.681,2261.855,,,,,,,,,,,,,,,
5600,1.0,188.778,110.705,148.458,172.205,13.312,9.084,6.781,0.226,2.077,432.891,41.134,0.852,0.937,0.008,1337.634,27.705,30.476,0.26,53.846,2266.812,,,,,,,,,,,,,,,
5700,1.0,187.424,111.874,150.025,175.18,13.542,9.085,6.732,0.229,2.123,435.77,41.845,0.867,0.953,0.008,1346.53,27.889,30.678,0.261,54.01,2271.67,,,,,,,,,,,,,,,
5800,1.0,187.288,113.754,152.546,178.152,13.772,9.13,6.727,0.233,2.17,435.839,42.555,0.881,0.97,0.008,1346.743,27.894,30.683,0.262,54.172,2276.433,,,,,,,,,,,,,,,
5900,1.0,185.873,114.841,154.004,181.12,14.001,9.131,6.677,0.236,2.218,438.907,43.264,0.896,0.986,0.008,1356.222,28.09,30.899,0.263,54.333,2281.22,,,,,,,,,,,,,,,
6000,1.0,185.68,116.666,156.452,184.085,14.23,9.176,6.67,0.24,2.266,439.111,43.972,0.911,1.002,0.009,1356.852,28.103,30.913,0.263,54.495,2285.988,,,,,,,,,,,,,,,
6100,1.0,184.206,117.669,157.797,187.046,14.459,9.175,6.617,0.243,2.315,442.372,44.679,0.925,1.018,0.009,1366.928,28.312,31.143,0.265,54.656,2290.67,,,,,,,,,,,,,,,
6200,1.0,182.701,118.621,159.073,190.004,14.688,9.175,6.563,0.247,2.365,445.762,45.386,0.94,1.034,0.009,1377.406,28.529,31.382,0.267,54.816,2295.253,,,,,,,,,,,,,,,
6300,1.0,182.427,120.353,161.396,192.958,14.916,9.219,6.553,0.25,2.416,446.177,46.091,0.955,1.05,0.009,1378.686,28.555,31.411,0.268,54.973,2299.898,,,,,,,,,,,,,,,
6400,1.0,180.863,121.216,162.553,195.908,15.144,9.218,6.497,0.254,2.467,449.777,46.796,0.969,1.066,0.009,1389.811,28.786,31.664,0.27,55.129,2304.502,,,,,,,,,,,,,,,
6500,1.0,180.536,122.887,164.794,198.856,15.372,9.262,6.485,0.257,2.52,450.334,47.5,0.984,1.082,0.009,1391.532,28.821,31.704,0.27,55.282,2309.014,,,,,,,,,,,,,,,
6600,1.0,178.916,123.658,165.828,201.799,15.6,9.26,6.427,0.261,2.573,454.152,48.203,0.998,1.098,0.009,1403.331,29.066,31.972,0.272,55.439,2313.444,,,,,,,,,,,,,,,
6700,1.0,178.536,125.265,167.983,204.74,15.827,9.304,6.413,0.264,2.627,454.856,48.906,1.013,1.114,0.009,1405.506,29.111,32.022,0.273,55.594,2317.953,,,,,,,,,,,,,,,
6800,1.0,176.859,125.94,168.889,207.676,16.054,9.302,6.353,0.268,2.682,458.907,49.607,1.027,1.13,0.01,1418.024,29.37,32.307,0.275,55.747,2322.405,,,,,,,,,,,,,,,
6900,1.0,176.429,127.481,170.955,210.61,16.281,9.346,6.337,0.271,2.737,459.763,50.308,1.042,1.146,0.01,1420.666,29.425,32.367,0.276,55.898,2326.778,,,,,,,,,,,,,,,
7000,1.0,174.696,128.059,171.73,213.539,16.507,9.344,6.275,0.275,2.794,464.056,51.008,1.056,1.162,0.01,1433.933,29.7,32.67,0.278,56.048,2331.06,,,,,,,,,,,,,,,
