Engine Speed(RPM),Throttle,Torque(Nm),Power(kW),Horsepower,Air Flow(g/s),Fuel Flow(g/s),IMEP(bar),BMEP(bar),PMEP(bar),FMEP(bar),BSFC(g/kWh),CO2(g/s),CO(g/s),NOx(g/s),HC(g/s),CO2(g/kWh),CO(g/kWh),NOx(g/kWh),HC(g/kWh),Pmax(bar),Tmax(K),Lambda,Phi (φ),CA10 (deg),CA50 (deg),CA90 (deg),SOC (deg),EOC (deg),Burn 10 - 90 (deg),S_L (m/s),S_T (m/s),KnockIdx,Qchem (kJ/cyc),Q_ht (kJ/cyc),W_ind (kJ/cyc),η_ind (%)
3900,1.0,287.096,117.252,157.237,120.019,9.022,11.119,10.313,0.057,0.75,276.992,27.877,0.532,0.653,0.005,855.906,16.343,20.054,0.166,55.506,2497.393,0.905,1.105,0.825,10.284,20.266,-10.0,29.193,19.441,0.225,26.898,0.37,1.936,0.667,0.648,33.255
4000,1.0,290.527,121.696,163.197,123.424,9.329,11.256,10.436,0.058,0.762,275.973,28.827,0.56,0.672,0.006,852.755,16.558,19.87,0.166,56.07,2511.311,0.9,1.111,0.79,10.218,20.167,-10.0,29.065,19.377,0.225,27.678,0.361,1.951,0.665,0.656,33.389
4100,1.0,291.664,125.226,167.931,126.653,9.594,11.311,10.477,0.059,0.776,275.822,29.647,0.58,0.689,0.006,852.289,16.66,19.815,0.165,56.425,2519.811,0.898,1.114,0.755,10.152,20.069,-10.0,28.938,19.314,0.225,28.463,0.355,1.959,0.666,0.66,33.439
4200,1.0,293.54,129.106,173.134,129.889,9.862,11.393,10.544,0.059,0.789,274.982,30.472,0.6,0.707,0.006,849.694,16.719,19.711,0.165,56.781,2528.22,0.896,1.116,0.72,10.087,19.971,-10.0,28.811,19.251,0.225,29.252,0.347,1.965,0.661,0.664,33.567
4300,1.0,294.43,132.58,177.793,133.057,10.125,11.439,10.576,0.06,0.803,274.92,31.285,0.62,0.724,0.006,849.504,16.825,19.662,0.165,57.107,2536.76,0.894,1.119,0.685,10.021,19.874,-10.0,28.685,19.189,0.225,30.047,0.342,1.971,0.662,0.667,33.61
4400,1.0,295.839,136.313,182.799,136.151,10.383,11.505,10.627,0.061,0.817,274.224,32.085,0.64,0.741,0.006,847.351,16.892,19.569,0.165,57.402,2545.286,0.892,1.121,0.65,9.956,19.777,-10.0,28.559,19.126,0.224,30.846,0.336,1.975,0.657,0.671,33.727
4500,1.0,296.479,139.712,187.357,139.246,10.643,11.543,10.65,0.062,0.832,274.247,32.888,0.66,0.758,0.006,847.424,17.003,19.526,0.165,57.7,2553.743,0.89,1.124,0.616,9.891,19.68,-10.0,28.434,19.064,0.224,31.649,0.331,1.98,0.658,0.673,33.763
4600,1.0,297.64,143.377,192.271,142.259,10.898,11.6,10.691,0.062,0.846,273.637,33.675,0.68,0.774,0.007,845.539,17.075,19.439,0.164,57.969,2562.247,0.888,1.126,0.581,9.827,19.584,-10.0,28.309,19.002,0.224,32.458,0.326,1.982,0.653,0.676,33.873
4700,1.0,298.026,146.683,196.705,145.27,11.154,11.63,10.705,0.063,0.862,273.745,34.465,0.7,0.791,0.007,845.872,17.191,19.403,0.164,58.236,2570.781,0.886,1.129,0.547,9.763,19.488,-10.0,28.185,18.941,0.224,33.271,0.323,1.986,0.654,0.678,33.903
4800,1.0,299.16,150.374,201.655,148.277,11.41,11.687,10.746,0.064,0.877,273.169,35.258,0.721,0.807,0.007,844.094,17.264,19.319,0.164,58.503,2579.238,0.884,1.131,0.513,9.699,19.392,-10.0,28.061,18.879,0.224,34.09,0.318,1.989,0.649,0.681,34.011
4900,1.0,299.515,153.689,206.101,151.28,11.668,11.716,10.759,0.064,0.893,273.309,36.054,0.742,0.823,0.007,844.524,17.382,19.285,0.164,58.768,2587.617,0.882,1.134,0.479,9.635,19.297,-10.0,27.939,18.818,0.223,34.913,0.315,1.993,0.65,0.683,34.038
5000,1.0,300.623,157.406,211.085,154.28,11.926,11.772,10.798,0.065,0.909,272.766,36.852,0.763,0.84,0.007,842.846,17.457,19.203,0.164,59.033,2596.109,0.88,1.136,0.445,9.572,19.203,-10.0,27.816,18.758,0.223,35.74,0.311,1.996,0.645,0.686,34.145
5100,1.0,300.263,160.362,215.049,157.276,12.158,11.777,10.785,0.066,0.925,272.938,37.568,0.778,0.856,0.007,843.377,17.468,19.215,0.164,59.205,2600.61,0.88,1.136,0.411,9.509,19.109,-10.0,27.694,18.697,0.223,36.573,0.307,1.995,0.645,0.687,34.176
5200,1.0,300.653,163.719,219.55,160.269,12.389,11.808,10.799,0.066,0.942,272.429,38.283,0.793,0.872,0.007,841.805,17.435,19.179,0.163,59.376,2605.014,0.88,1.136,0.378,9.446,19.015,-10.0,27.573,18.637,0.223,37.411,0.303,1.993,0.638,0.688,34.287
5300,1.0,300.259,166.648,223.479,163.258,12.62,11.812,10.785,0.067,0.959,272.631,38.997,0.808,0.888,0.008,842.43,17.448,19.193,0.164,59.545,2609.424,0.88,1.136,0.344,9.383,18.922,-10.0,27.452,18.577,0.223,38.253,0.299,1.993,0.638,0.689,34.317
5400,1.0,300.614,169.993,227.964,166.244,12.851,11.843,10.798,0.068,0.977,272.155,39.71,0.822,0.905,0.008,840.959,17.418,19.16,0.163,59.712,2613.814,0.88,1.136,0.311,9.321,18.829,-10.0,27.332,18.517,0.223,39.101,0.295,1.991,0.631,0.691,34.426
5500,1.0,300.185,172.894,231.855,169.226,13.082,11.846,10.783,0.068,0.994,272.388,40.423,0.837,0.921,0.008,841.68,17.433,19.176,0.163,59.878,2618.107,0.88,1.136,0.278,9.259,18.736,-10.0,27.212,18.458,0.223,39.953,0.292,1.991,0.631,0.691,34.455
5600,1.0,300.508,176.227,236.324,172.205,13.312,11.876,10.794,0.069,1.012,271.941,41.134,0.852,0.937,0.008,840.298,17.404,19.145,0.163,60.041,2622.335,0.88,1.136,0.245,9.197,18.644,-10.0,27.093,18.399,0.223,40.81,0.288,1.989,0.625,0.692,34.563
5700,1.0,300.047,179.099,240.175,175.18,13.542,11.878,10.778,0.07,1.031,272.204,41.845,0.867,0.953,0.008,841.109,17.421,19.163,0.163,60.207,2626.631,0.88,1.136,0.213,9.136,18.553,-10.0,26.975,18.34,0.223,41.671,0.285,1.988,0.625,0.693,34.59
5800,1.0,300.336,182.416,244.624,178.152,13.772,11.908,10.788,0.071,1.05,271.787,42.555,0.881,0.97,0.008,839.821,17.394,19.134,0.163,60.372,2630.829,0.88,1.136,0.18,9.075,18.462,-10.0,26.857,18.282,0.223,42.538,0.281,1.986,0.619,0.694,34.696
5900,1.0,299.844,185.257,248.434,181.12,14.001,11.91,10.77,0.071,1.069,272.078,43.264,0.896,0.986,0.008,840.72,17.413,19.154,0.163,60.535,2634.936,0.88,1.136,0.148,9.015,18.372,-10.0,26.74,18.224,0.223,43.409,0.278,1.986,0.619,0.694,34.722
6000,1.0,300.102,188.559,252.862,184.085,14.23,11.94,10.78,0.072,1.088,271.689,43.972,0.911,1.002,0.009,839.518,17.388,19.127,0.163,60.695,2639.08,0.88,1.136,0.116,8.954,18.282,-10.0,26.623,18.166,0.223,44.285,0.274,1.984,0.612,0.696,34.827
6100,1.0,299.579,191.368,256.629,187.046,14.459,11.941,10.761,0.073,1.108,272.008,44.679,0.925,1.018,0.009,840.504,17.408,19.149,0.163,60.854,2643.196,0.88,1.136,0.084,8.895,18.192,-10.0,26.508,18.109,0.223,45.166,0.272,1.984,0.612,0.696,34.852
6200,1.0,299.039,194.155,260.366,190.004,14.688,11.943,10.742,0.073,1.128,272.343,45.386,0.94,1.034,0.009,841.539,17.43,19.173,0.163,61.012,2647.225,0.88,1.136,0.052,8.835,18.103,-10.0,26.392,18.052,0.223,46.052,0.27,1.983,0.612,0.696,34.876
6300,1.0,299.254,197.428,264.756,192.958,14.916,11.971,10.749,0.074,1.148,271.991,46.091,0.955,1.05,0.009,840.454,17.407,19.148,0.163,61.172,2651.194,0.88,1.136,0.02,8.776,18.015,-10.0,26.278,17.995,0.223,46.942,0.266,1.981,0.606,0.698,34.98
6400,1.0,298.684,200.18,268.446,195.908,15.144,11.972,10.729,0.075,1.169,272.355,46.796,0.969,1.066,0.009,841.576,17.431,19.174,0.163,61.33,2655.233,0.88,1.136,-0.011,8.717,17.927,-10.0,26.164,17.938,0.223,47.838,0.264,1.981,0.606,0.698,35.002
6500,1.0,298.87,203.434,272.81,198.856,15.372,12.001,10.735,0.076,1.19,272.03,47.5,0.984,1.082,0.009,840.572,17.41,19.151,0.163,61.487,2659.188,0.88,1.136,-0.043,8.658,17.84,-10.0,26.051,17.882,0.223,48.738,0.26,1.979,0.6,0.7,35.105
6600,1.0,298.272,206.151,276.453,201.799,15.6,12.001,10.714,0.076,1.211,272.419,48.203,0.998,1.098,0.009,841.773,17.435,19.178,0.163,61.641,2663.058,0.88,1.136,-0.074,8.6,17.753,-10.0,25.938,17.826,0.223,49.643,0.258,1.978,0.6,0.7,35.127
6700,1.0,298.429,209.385,280.789,204.74,15.827,12.029,10.72,0.077,1.233,272.12,48.906,1.013,1.114,0.009,840.85,17.416,19.157,0.163,61.794,2666.961,0.88,1.136,-0.105,8.542,17.666,-10.0,25.826,17.771,0.223,50.552,0.255,1.976,0.594,0.701,35.229
6800,1.0,297.803,212.064,284.382,207.676,16.054,12.029,10.697,0.078,1.254,272.536,49.607,1.027,1.13,0.01,842.135,17.442,19.187,0.164,61.946,2670.848,0.88,1.136,-0.135,8.484,17.58,-10.0,25.715,17.715,0.223,51.467,0.253,1.976,0.594,0.701,35.25
6900,1.0,297.931,215.275,288.689,210.61,16.281,12.057,10.702,0.078,1.277,272.262,50.308,1.042,1.146,0.01,841.289,17.425,19.167,0.163,62.1,2674.656,0.88,1.136,-0.166,8.427,17.495,-10.0,25.604,17.66,0.223,52.386,0.25,1.974,0.588,0.703,35.351
7000,1.0,297.279,217.917,292.232,213.539,16.507,12.057,10.678,0.079,1.299,272.702,51.008,1.056,1.162,0.01,842.65,17.453,19.198,0.164,62.253,2678.388,0.88,1.136,-0.196,8.37,17.409,-10.0,25.494,17.606,0.223,53.31,0.248,1.973,0.588,0.703,35.371
