RPM,Throttle,Torque (Nm),Power (kW),Horsepower
1000,0.1,11.531683057036009,1.2075950258503403,1.6194113260699212
1000,0.2,28.315479236104565,2.9651900517006813,3.976384674400806
1000,0.3,45.09927541517311,4.722785077551021,6.333358022731689
1000,0.4,61.88307159424168,6.480380103401362,8.690331371062575
1000,0.5,78.66686777331023,8.237975129251701,11.047304719393457
1000,0.6,95.45066395237878,9.99557015510204,13.40427806772434
1000,0.7,112.23446013144734,11.753165180952383,15.761251416055226
1000,0.8,129.0182563105159,13.510760206802724,18.118224764386113
1000,0.9,145.80205248958444,15.268355232653061,20.475198112716992
1000,1.0,162.585848668653,17.025950258503403,22.832171461047878
1100,0.1,11.383668959960543,1.3113045284353744,1.7584880359868234
1100,0.2,28.167465139029098,3.2446590568707485,4.351158719150796
1100,0.3,44.951261318097664,5.1780135853061235,6.943829402314769
1100,0.4,61.7350574971662,7.111368113741497,9.53650008547874
1100,0.5,78.51885367623477,9.044722642176874,12.129170768642716
1100,0.6,95.30264985530333,10.978077170612249,14.72184145180669
1100,0.7,112.08644603437189,12.911431699047622,17.31451213497066
1100,0.8,128.8702422134404,14.844786227482993,19.90718281813463
1100,0.9,145.654038392509,16.778140755918372,22.499853501298606
1100,1.0,162.43783457157755,18.71149528435374,25.092524184462576
1200,0.1,11.226105566299566,1.410714031020408,1.8917983519115034
1200,0.2,28.00990174536812,3.519828062040817,4.720166369908565
1200,0.3,44.79369792443667,5.628942093061225,7.548534387905625
1200,0.4,61.577494103505224,7.738056124081632,10.376902405902685
1200,0.5,78.36129028257378,9.847170155102042,13.205270423899746
1200,0.6,95.14508646164234,11.95628418612245,16.033638441896805
1200,0.7,111.92888264071087,14.065398217142857,18.862006459893866
1200,0.8,128.71267881977943,16.174512248163264,21.690374477890924
1200,0.9,145.496474998848,18.283626279183675,24.518742495887988
1200,1.0,162.28027117791655,20.39274031020408,27.347110513885045
1300,0.1,11.058992876053075,1.505523533605442,2.0189399672863644
1300,0.2,27.842789055121628,3.7903970672108844,5.083005320116514
1300,0.3,44.62658523419018,6.075270600816326,8.147070672946661
1300,0.4,61.41038141325873,8.360144134421768,11.21113602577681
1300,0.5,78.19417759232729,10.645017668027211,14.27520137860696
1300,0.6,94.97797377139584,12.929891201632651,17.339266731437107
1300,0.7,111.7617699504644,15.214764735238095,20.40333208426726
1300,0.8,128.54556612953294,17.499638268843537,23.467397437097407
1300,0.9,145.32936230860153,19.784511802448986,26.531462789927563
1300,1.0,162.11315848767006,22.069385336054424,29.595528142757708
1400,0.1,10.88233088922108,1.5954330361904772,2.1395105755538113
1400,0.2,27.66612706828964,4.056066072380954,5.43927326321705
1400,0.3,44.44992324735819,6.51669910857143,8.739035950880286
1400,0.4,61.23371942642676,8.977332144761908,12.038798638543525
1400,0.5,78.01751560549529,11.437965180952384,15.338561326206763
1400,0.6,94.80131178456386,13.89859821714286,18.63832401387
1400,0.7,111.58510796363242,16.359231253333338,21.93808670153324
1400,0.8,128.368904142701,18.819864289523817,25.237849389196484
1400,0.9,145.15270032176954,21.280497325714293,28.537612076859716
1400,1.0,161.93649650083808,23.741130361904766,31.83737476452295
1500,0.1,10.696119605803556,1.6801425387755105,2.253107870156243
1500,0.2,27.47991578487211,4.316535077551021,5.788567892652568
1500,0.3,44.26371196394065,6.952927616326529,9.324027915148893
1500,0.4,61.04750814300921,9.589320155102039,12.859487937645218
1500,0.5,77.83130432207777,12.22571269387755,16.394947960141543
1500,0.6,94.6151005011463,14.86210523265306,19.930407982637867
1500,0.7,111.39889668021488,17.49849777142857,23.465868005134194
1500,0.8,128.18269285928343,20.13489031020408,27.001328027630525
1500,0.9,144.966489038352,22.771282848979595,30.53678805012685
1500,1.0,161.75028521742055,25.407675387755106,34.072248072623175
1600,0.1,10.500359025800527,1.7593520413605448,2.3593295445360662
1600,0.2,27.284155204869084,4.5715040827210895,6.130486901865481
1600,0.3,44.067951383937626,7.383656124081632,9.901644259194894
1600,0.4,60.8517475630062,10.19580816544218,13.672801616524312
1600,0.5,77.63554374207474,13.007960206802723,17.443958973853725
1600,0.6,94.41933992114329,15.820112248163266,21.215116331183136
1600,0.7,111.20313610021184,18.63226428952381,24.98627368851255
1600,0.8,127.98693227928042,21.44441633088436,28.757431045841972
1600,0.9,144.77072845834894,24.2565683722449,32.528588403171376
1600,1.0,161.5545246374175,27.068720413605448,36.2997457605008
1700,0.1,10.295049149211984,1.832761543945579,2.457773292135683
1700,0.2,27.07884532828054,4.820673087891158,6.464627984298186
1700,0.3,43.86264150734908,7.808584631836734,10.471482676460687
1700,0.4,60.64643768641765,10.796496175782314,14.478337368623192
1700,0.5,77.43023386548622,13.784407719727895,18.485192060785696
1700,0.6,94.21403004455475,16.772319263673467,22.49204675294819
1700,0.7,110.99782622362332,19.76023080761905,26.4989014451107
1700,0.8,127.78162240269188,22.748142351564635,30.50575613727321
1700,0.9,144.56541858176044,25.73605389551021,34.51261082943571
1700,1.0,161.349214760829,28.723965439455796,38.51946552159822
1800,0.1,10.080189976037925,1.9000710465306134,2.5480368063974965
1800,0.2,26.86398615510648,5.063742093061226,6.790588833393088
1800,0.3,43.647782334175034,8.227413139591837,11.033140860388677
1800,0.4,60.43157851324359,11.391084186122452,15.275692887384272
1800,0.5,77.21537469231214,14.55475523265306,19.518244914379856
1800,0.6,93.9991708713807,17.718426279183674,23.76079694137545
1800,0.7,110.78296705044924,20.882097325714287,28.003348968371043
1800,0.8,127.56676322951782,24.045768372244904,32.24590099536664
1800,0.9,144.35055940858638,27.209439418775517,36.48845302236223
