Engine Speed(RPM),Throttle,Torque(Nm),Power(kW),Horsepower,Air Flow(g/s),Fuel Flow(g/s),IMEP(bar),BMEP(bar),PMEP(bar),FMEP(bar),BSFC(g/kWh),CO2(g/s),CO(g/s),NOx(g/s),HC(g/s),CO2(g/kWh),CO(g/kWh),NOx(g/kWh),HC(g/kWh),Pmax(bar),Tmax(K)
2800,1.0,303.123,88.88,119.19,75.386,5.342,11.937,10.888,0.128,0.921,216.371,16.507,0.256,0.41,0.003,668.587,10.386,16.617,0.13,58.267,2923.607
2900,1.0,307.192,93.29,125.104,78.813,5.614,12.11,11.034,0.132,0.944,216.641,17.347,0.275,0.429,0.003,669.421,10.615,16.551,0.13,58.939,2929.74
3000,1.0,311.298,97.797,131.148,82.293,5.893,12.285,11.182,0.135,0.968,216.919,18.209,0.295,0.448,0.004,670.28,10.846,16.486,0.13,59.62,2936.035
3100,1.0,314.648,102.145,136.978,85.793,6.163,12.434,11.302,0.138,0.993,217.206,19.043,0.312,0.467,0.004,671.167,10.991,16.456,0.13,60.2,2938.558
3200,1.0,318.012,106.567,142.909,89.345,6.438,12.584,11.423,0.142,1.019,217.501,19.895,0.33,0.486,0.004,672.079,11.136,16.426,0.131,60.785,2941.172
3300,1.0,321.175,110.99,148.84,92.895,6.716,12.728,11.537,0.146,1.045,217.823,20.751,0.348,0.506,0.004,673.074,11.283,16.398,0.131,61.345,2944.109
3400,1.0,324.133,115.407,154.763,96.438,6.994,12.865,11.643,0.149,1.073,218.172,21.612,0.366,0.525,0.004,674.151,11.432,16.372,0.131,61.879,2947.356
3500,1.0,327.1,119.889,160.773,100.026,7.278,13.003,11.749,0.152,1.101,218.528,22.488,0.386,0.544,0.004,675.253,11.582,16.346,0.131,62.417,2950.677
3600,1.0,329.495,124.217,166.578,103.501,7.555,13.121,11.836,0.156,1.13,218.944,23.344,0.405,0.563,0.005,676.536,11.735,16.324,0.131,62.878,2954.659
3700,1.0,331.893,128.596,172.451,107.012,7.836,13.241,11.922,0.159,1.159,219.368,24.214,0.425,0.582,0.005,677.846,11.89,16.303,0.132,63.342,2958.704
3800,1.0,334.148,132.969,178.315,110.517,8.119,13.355,12.003,0.163,1.19,219.813,25.088,0.445,0.601,0.005,679.223,12.046,16.284,0.132,63.79,2962.959
3900,1.0,336.257,137.33,184.162,114.014,8.403,13.466,12.078,0.166,1.221,220.28,25.965,0.466,0.62,0.005,680.666,12.204,16.265,0.132,64.22,2967.414
4000,1.0,338.367,141.735,190.069,117.541,8.691,13.577,12.154,0.17,1.253,220.756,26.856,0.487,0.64,0.005,682.135,12.362,16.248,0.132,64.653,2971.922
4100,1.0,338.528,145.347,194.914,120.617,8.938,13.62,12.16,0.174,1.286,221.382,27.619,0.504,0.656,0.005,684.071,12.486,16.258,0.133,64.816,2975.814
4200,1.0,338.672,148.956,199.753,123.699,9.187,13.662,12.165,0.177,1.32,222.023,28.386,0.522,0.673,0.006,686.05,12.611,16.27,0.133,64.98,2979.726
4300,1.0,338.575,152.458,204.45,126.716,9.431,13.697,12.162,0.18,1.355,222.699,29.142,0.539,0.69,0.006,688.139,12.738,16.284,0.134,65.113,2983.867
4400,1.0,338.234,155.847,208.994,129.663,9.672,13.723,12.149,0.184,1.39,223.412,29.886,0.557,0.706,0.006,690.344,12.869,16.3,0.134,65.215,2988.236
4500,1.0,337.873,159.219,213.516,132.609,9.913,13.75,12.136,0.187,1.426,224.142,30.632,0.575,0.722,0.006,692.599,13.0,16.318,0.134,65.317,2992.622
4600,1.0,337.268,162.466,217.87,135.48,10.15,13.769,12.115,0.191,1.463,224.911,31.364,0.593,0.737,0.006,694.976,13.135,16.338,0.135,65.389,2997.235
4700,1.0,336.643,165.69,222.194,138.346,10.388,13.788,12.092,0.194,1.501,225.699,32.098,0.611,0.753,0.006,697.409,13.271,16.359,0.135,65.46,3001.866
4800,1.0,335.997,168.89,226.486,141.21,10.626,13.806,12.069,0.198,1.539,226.504,32.835,0.629,0.768,0.006,699.899,13.409,16.381,0.136,65.532,3006.513
4900,1.0,335.331,172.067,230.746,144.07,10.866,13.825,12.045,0.202,1.579,227.329,33.574,0.648,0.784,0.007,702.445,13.549,16.404,0.136,65.604,3011.176
5000,1.0,334.644,175.219,234.973,146.927,11.106,13.845,12.02,0.205,1.619,228.172,34.316,0.666,0.8,0.007,705.05,13.69,16.428,0.137,65.676,3015.856
5100,1.0,333.137,177.918,238.593,149.481,11.324,13.835,11.966,0.208,1.66,229.125,34.99,0.684,0.814,0.007,707.997,13.839,16.46,0.137,65.636,3021.301
5200,1.0,331.606,180.574,242.153,152.02,11.542,13.825,11.911,0.212,1.702,230.103,35.664,0.702,0.827,0.007,711.02,13.99,16.494,0.138,65.596,3026.765
5300,1.0,330.053,183.184,245.654,154.544,11.76,13.816,11.856,0.215,1.745,231.107,36.338,0.72,0.841,0.007,714.119,14.144,16.529,0.139,65.556,3032.249
5400,1.0,328.478,185.75,249.095,157.054,11.978,13.806,11.799,0.219,1.788,232.135,37.011,0.738,0.855,0.007,717.297,14.3,16.565,0.139,65.516,3037.758
5500,1.0,326.881,188.27,252.475,159.549,12.195,13.796,11.742,0.222,1.832,233.189,37.683,0.756,0.868,0.007,720.554,14.458,16.603,0.14,65.476,3043.289
5600,1.0,322.843,189.325,253.889,161.046,12.337,13.7,11.597,0.226,1.877,234.592,38.122,0.77,0.876,0.007,724.89,14.639,16.665,0.141,65.096,3051.151
5700,1.0,318.775,190.277,255.166,162.493,12.476,13.603,11.45,0.229,1.923,236.048,38.552,0.784,0.884,0.007,729.388,14.824,16.731,0.142,64.714,3059.08
5800,1.0,314.678,191.128,256.306,163.893,12.612,13.506,11.303,0.233,1.97,237.558,38.972,0.797,0.892,0.008,734.053,15.014,16.8,0.143,64.332,3067.083
5900,1.0,310.553,191.874,257.307,165.243,12.745,13.409,11.155,0.236,2.018,239.125,39.382,0.811,0.899,0.008,738.895,15.208,16.873,0.143,63.949,3075.16
6000,1.0,306.399,192.516,258.169,166.546,12.875,13.312,11.006,0.24,2.066,240.751,39.783,0.824,0.906,0.008,743.921,15.408,16.949,0.144,63.565,3083.314
6100,1.0,302.285,193.097,258.947,168.156,12.999,13.217,10.858,0.243,2.115,242.348,40.167,0.832,0.915,0.008,748.856,15.51,17.061,0.145,63.192,3086.055
6200,1.0,298.152,193.579,259.593,169.729,13.121,13.122,10.71,0.247,2.165,244.007,40.543,0.84,0.924,0.008,753.981,15.616,17.178,0.146,62.82,3088.833
6300,1.0,293.999,193.961,260.106,171.266,13.239,13.027,10.56,0.25,2.216,245.73,40.91,0.847,0.932,0.008,759.307,15.727,17.299,0.147,62.448,3091.647
6400,1.0,289.827,194.244,260.485,172.765,13.355,12.932,10.411,0.254,2.267,247.521,41.268,0.855,0.94,0.008,764.841,15.841,17.425,0.149,62.076,3094.504
6500,1.0,285.635,194.426,260.729,174.228,13.468,12.837,10.26,0.257,2.32,249.383,41.618,0.862,0.948,0.008,770.594,15.961,17.557,0.15,61.705,3097.401
6600,1.0,282.232,195.065,261.586,176.039,13.608,12.772,10.138,0.261,2.373,251.149,42.05,0.871,0.958,0.008,776.052,16.074,17.681,0.151,61.448,3099.435
6700,1.0,278.807,195.618,262.327,177.824,13.746,12.706,10.015,0.264,2.427,252.979,42.476,0.88,0.968,0.008,781.704,16.191,17.81,0.152,61.192,3101.488
6800,1.0,275.363,196.084,262.953,179.583,13.882,12.641,9.891,0.268,2.482,254.874,42.897,0.888,0.977,0.008,787.561,16.312,17.943,0.153,60.935,3103.561
6900,1.0,271.897,196.464,263.462,181.317,14.016,12.575,9.767,0.271,2.537,256.838,43.311,0.897,0.987,0.008,793.629,16.438,18.081,0.154,60.679,3105.653
7000,1.0,268.411,196.756,263.854,183.026,14.149,12.51,9.641,0.275,2.594,258.874,43.719,0.906,0.996,0.008,799.919,16.568,18.225,0.155,60.423,3107.764
